,Country,State,City,Station,Last_Update,Latitude,Longitude,Pollutant_Id,Pollutant_Min,Pollutant_Max,Pollutant_Avg
818,India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",03-04-2025 09:00,28.38910936,79.42963708,PM2.5,31.0,127.0,76.0
819,India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",03-04-2025 09:00,26.80365,84.51954,PM2.5,33.0,220.0,76.0
820,India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",03-04-2025 09:00,22.431,75.5213,OZONE,28.0,124.0,76.0
821,India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",03-04-2025 09:00,22.624758,75.675238,CO,20.0,114.0,76.0
822,India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",03-04-2025 09:00,26.470859,74.646594,PM2.5,59.0,98.0,76.0
823,India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",03-04-2025 09:00,24.588397,76.172782,PM10,28.0,129.0,76.0
824,India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",03-04-2025 09:00,21.371751,81.664929,PM2.5,19.0,220.0,75.0
825,India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",03-04-2025 09:00,19.23241,72.86895,NO2,51.0,115.0,75.0
826,India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",03-04-2025 09:00,16.509717,80.612222,PM2.5,62.0,88.0,75.0
827,India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",03-04-2025 09:00,28.802625,78.753728,PM10,46.0,106.0,75.0
828,India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",03-04-2025 09:00,13.029152,77.585901,PM2.5,50.0,100.0,75.0
829,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",03-04-2025 09:00,12.951913,77.539784,PM10,48.0,95.0,75.0
830,India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM",03-04-2025 09:00,18.536457,73.805454,PM10,60.0,94.0,75.0
831,India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",03-04-2025 09:00,17.65439,75.90649,PM10,58.0,100.0,75.0
832,India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",03-04-2025 09:00,11.0328,77.0349,PM2.5,51.0,93.0,75.0
833,India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",03-04-2025 09:00,26.86812,81.005119,PM10,42.0,108.0,75.0
834,India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",03-04-2025 09:00,28.9535882,77.7622941,PM2.5,10.0,249.0,75.0
835,India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",03-04-2025 09:00,21.194815,81.31477,PM2.5,58.0,94.0,75.0
836,India,Delhi,Delhi,"R K Puram, Delhi - DPCC",03-04-2025 09:00,28.563262,77.186937,CO,11.0,135.0,75.0
837,India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",03-04-2025 09:00,30.943887,76.801991,PM2.5,23.0,302.0,75.0
838,India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",03-04-2025 09:00,27.554793,76.611536,CO,4.0,104.0,75.0
839,India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",03-04-2025 09:00,22.118125,83.140608,PM2.5,57.0,87.0,74.0
840,India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",03-04-2025 09:00,28.5898,77.3101,PM10,15.0,144.0,74.0
841,India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM",03-04-2025 09:00,18.664282,73.763966,PM2.5,60.0,104.0,74.0
842,India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",03-04-2025 09:00,26.031443,76.359327,OZONE,38.0,164.0,74.0
843,India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",03-04-2025 09:00,22.49929,88.36917,PM10,62.0,99.0,74.0
844,India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",03-04-2025 09:00,26.1403345,85.3650192,CO,56.0,94.0,74.0
845,India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",03-04-2025 09:00,21.14472,79.107595,PM2.5,64.0,84.0,74.0
846,India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",03-04-2025 09:00,23.838586,78.759431,PM10,25.0,120.0,73.0
847,India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",03-04-2025 09:00,28.5447608,77.3231257,NO2,20.0,114.0,73.0
848,India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",03-04-2025 09:00,24.762518,84.982348,PM2.5,6.0,327.0,73.0
849,India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",03-04-2025 09:00,19.065931,72.862131,PM2.5,17.0,239.0,73.0
850,India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",03-04-2025 09:00,18.9767,72.838,PM2.5,63.0,80.0,73.0
851,India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",03-04-2025 09:00,23.618183,87.105718,CO,36.0,104.0,73.0
852,India,TamilNadu,Kanchipuram,"Kilambi, Kanchipuram - TNPCB",03-04-2025 09:00,12.864618,79.659968,PM10,23.0,120.0,73.0
853,India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",03-04-2025 09:00,17.393559,78.339194,PM10,67.0,87.0,73.0
854,India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",03-04-2025 09:00,22.611968,88.347422,PM10,54.0,101.0,73.0
855,India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",03-04-2025 09:00,23.264759,77.381568,PM2.5,42.0,190.0,72.0
856,India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB",03-04-2025 09:00,19.192056,72.9585188,PM10,51.0,94.0,72.0
857,India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",03-04-2025 09:00,26.766433,80.927299,PM2.5,15.0,134.0,72.0
858,India,Delhi,Delhi,"Mundka, Delhi - DPCC",03-04-2025 09:00,28.684678,77.076574,NO2,35.0,106.0,72.0
859,India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",03-04-2025 09:00,22.7084,75.8815,PM10,38.0,107.0,72.0
860,India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",03-04-2025 09:00,21.001264,75.565602,PM10,44.0,109.0,72.0
861,India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM",03-04-2025 09:00,18.536457,73.805454,PM2.5,43.0,100.0,72.0
862,India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",03-04-2025 09:00,28.802625,78.753728,CO,6.0,80.0,72.0
863,India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",03-04-2025 09:00,28.672342,77.31526,CO,30.0,113.0,72.0
864,India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",03-04-2025 09:00,12.733409,77.298051,PM2.5,61.0,83.0,72.0
865,India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",03-04-2025 09:00,23.218135,79.95777,PM2.5,25.0,313.0,72.0
866,India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",03-04-2025 09:00,17.585705,78.126199,PM2.5,64.0,85.0,72.0
867,India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",03-04-2025 09:00,29.4723508,77.7194031,PM2.5,31.0,145.0,72.0
868,India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",03-04-2025 09:00,22.611968,88.347422,PM2.5,46.0,120.0,72.0
869,India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",03-04-2025 09:00,22.49929,88.36917,PM2.5,61.0,93.0,72.0
870,India,Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",03-04-2025 09:00,23.8640158,78.80289321,CO,70.0,96.0,72.0
871,India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",03-04-2025 09:00,18.63673,73.82487,PM10,44.0,95.0,72.0
872,India,Maharashtra,Virar,"Bolinj, Virar - MPCB",03-04-2025 09:00,19.445821,72.7988231,CO,34.0,102.0,72.0
873,India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB",03-04-2025 09:00,25.5586,91.8985,PM10,30.0,290.0,72.0
874,India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",03-04-2025 09:00,28.296139,74.961696,OZONE,44.0,128.0,72.0
875,India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",03-04-2025 09:00,28.6603346,77.3572563,NO2,12.0,153.0,72.0
876,India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",03-04-2025 09:00,28.3153,76.9143,CO,20.0,81.0,72.0
877,India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",03-04-2025 09:00,17.321993,76.822628,PM10,25.0,107.0,72.0
878,India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",03-04-2025 09:00,26.031443,76.359327,PM2.5,32.0,198.0,72.0
879,India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",03-04-2025 09:00,28.6603346,77.3572563,CO,32.0,120.0,72.0
880,India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",03-04-2025 09:00,30.075911,78.2859547,PM2.5,50.0,96.0,72.0
881,India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",03-04-2025 09:00,21.185571,81.343175,PM10,61.0,82.0,71.0
882,India,Madhya Pradesh,Indore,"Airport Area, Indore - IMC",03-04-2025 09:00,22.7289,75.8076,PM10,46.0,91.0,71.0
883,India,Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",03-04-2025 09:00,23.8640158,78.80289321,PM10,32.0,128.0,71.0
884,India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",03-04-2025 09:00,19.0364585,72.8954371,PM2.5,52.0,81.0,71.0
885,India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",03-04-2025 09:00,28.685382,77.453839,NO2,20.0,141.0,71.0
886,India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",03-04-2025 09:00,30.719859,76.738637,PM2.5,28.0,157.0,71.0
887,India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",03-04-2025 09:00,23.838586,78.759431,CO,48.0,75.0,71.0
888,India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",03-04-2025 09:00,23.837789,73.714926,PM2.5,32.0,116.0,71.0
889,India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",03-04-2025 09:00,26.253384,72.976571,PM2.5,13.0,301.0,71.0
890,India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",03-04-2025 09:00,17.528544,78.286195,PM10,61.0,73.0,71.0
891,India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",03-04-2025 09:00,28.5447608,77.3231257,PM2.5,18.0,190.0,71.0
892,India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",03-04-2025 09:00,26.987634,94.636574,PM2.5,53.0,88.0,71.0
893,India,Bihar,Munger,"Town Hall, Munger - BSPCB",03-04-2025 09:00,25.376776,86.471523,PM2.5,37.0,120.0,71.0
894,India,Gujarat,Surat,"Science Center, Surat - SMC",03-04-2025 09:00,21.170046,72.795405,PM10,21.0,200.0,71.0
895,India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",03-04-2025 09:00,19.296481,72.840923,PM2.5,64.0,78.0,71.0
896,India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB",03-04-2025 09:00,18.9936162,72.8128113,PM2.5,66.0,77.0,71.0
897,India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",03-04-2025 09:00,17.37206,78.50864,PM10,51.0,100.0,71.0
898,India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",03-04-2025 09:00,8.8787,76.6073,PM10,66.0,74.0,70.0
899,India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",03-04-2025 09:00,12.733409,77.298051,PM10,52.0,121.0,70.0
900,India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",03-04-2025 09:00,15.888653,74.541751,NO2,42.0,95.0,70.0
901,India,TamilNadu,Dindigul,"Mendonsa Colony, Dindigul - TNPCB",03-04-2025 09:00,10.358535,77.984321,PM10,18.0,105.0,70.0
902,India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",03-04-2025 09:00,10.942451,76.978996,PM10,51.0,92.0,70.0
903,India,Delhi,Delhi,"ITO, Delhi - CPCB",03-04-2025 09:00,28.628624,77.24106,CO,14.0,136.0,70.0
904,India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",03-04-2025 09:00,13.0246342,77.5080115,PM10,56.0,87.0,70.0
905,India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",03-04-2025 09:00,21.14472,79.107595,CO,50.0,117.0,70.0
906,India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",03-04-2025 09:00,28.108988,75.386577,PM2.5,12.0,243.0,70.0
907,India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",03-04-2025 09:00,25.494,81.863,PM2.5,36.0,112.0,70.0
908,India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",03-04-2025 09:00,22.348441,82.549611,NO2,61.0,81.0,70.0
909,India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",03-04-2025 09:00,21.001264,75.565602,PM2.5,42.0,98.0,70.0
910,India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",03-04-2025 09:00,25.251013,86.989001,PM2.5,45.0,170.0,70.0
911,India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",03-04-2025 09:00,10.942451,76.978996,PM2.5,1.0,131.0,70.0
912,India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",03-04-2025 09:00,23.50016,80.23284,PM2.5,33.0,108.0,69.0
913,India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",03-04-2025 09:00,17.65439,75.90649,PM2.5,37.0,123.0,69.0
914,India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",03-04-2025 09:00,12.917348,77.622813,PM2.5,48.0,133.0,69.0
915,India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",03-04-2025 09:00,31.321907,75.578914,PM2.5,9.0,112.0,69.0
916,India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",03-04-2025 09:00,22.220833,84.809444,CO,58.0,100.0,69.0
917,India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",03-04-2025 09:00,19.000083,72.813993,PM2.5,2.0,109.0,69.0
918,India,TamilNadu,Vellore,"Vasanthapuram, Vellore - TNPCB",03-04-2025 09:00,12.909494,79.131861,PM10,31.0,131.0,69.0
919,India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",03-04-2025 09:00,22.629801,88.352017,PM10,52.0,85.0,69.0
920,India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",03-04-2025 09:00,14.675886,77.593027,PM2.5,56.0,80.0,68.0
921,India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",03-04-2025 09:00,18.616318,73.765797,PM2.5,60.0,89.0,68.0
922,India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",03-04-2025 09:00,17.5184,78.278777,PM10,46.0,100.0,68.0
923,India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",03-04-2025 09:00,26.6879226,88.4152495,CO,34.0,100.0,68.0
924,India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",03-04-2025 09:00,26.63086,84.90051,PM10,36.0,203.0,68.0
925,India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",03-04-2025 09:00,23.107969,72.574648,NO2,25.0,118.0,68.0
926,India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB",03-04-2025 09:00,11.0973603,77.3228673,CO,60.0,73.0,68.0
927,India,Delhi,Delhi,"DTU, Delhi - CPCB",03-04-2025 09:00,28.7500499,77.1112615,SO2,65.0,72.0,68.0
928,India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",03-04-2025 09:00,26.902909,75.836858,PM2.5,25.0,125.0,68.0
929,India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",03-04-2025 09:00,10.073232,76.302765,PM2.5,42.0,95.0,68.0
930,India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",03-04-2025 09:00,26.895552,76.334753,PM2.5,13.0,191.0,68.0
931,India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",03-04-2025 09:00,28.725645,77.749675,CO,48.0,94.0,68.0
932,India,Delhi,Delhi,"Rohini, Delhi - DPCC",03-04-2025 09:00,28.732528,77.11992,NO2,6.0,142.0,67.0
933,India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",03-04-2025 09:00,16.554731,80.64911,PM2.5,49.0,95.0,67.0
934,India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",03-04-2025 09:00,19.9775302,79.2337086,PM2.5,51.0,84.0,67.0
935,India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",03-04-2025 09:00,8.5637,76.8865,PM10,62.0,74.0,67.0
936,India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",03-04-2025 09:00,19.3832,72.8204,CO,54.0,84.0,67.0
937,India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",03-04-2025 09:00,27.608912,75.153302,OZONE,5.0,85.0,67.0
938,India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",03-04-2025 09:00,15.459706,75.008381,PM10,52.0,109.0,67.0
939,India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",03-04-2025 09:00,25.16409,75.858137,NO2,40.0,162.0,67.0
940,India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",03-04-2025 09:00,22.6025571,88.3105664,PM10,41.0,96.0,67.0
941,India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",03-04-2025 09:00,28.207266,76.829265,CO,14.0,88.0,67.0
942,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",03-04-2025 09:00,12.951913,77.539784,OZONE,40.0,174.0,66.0
943,India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",03-04-2025 09:00,23.10844,77.511428,NO2,29.0,124.0,66.0
944,India,Maharashtra,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",03-04-2025 09:00,19.1135051,73.008978,PM2.5,47.0,108.0,66.0
945,India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",03-04-2025 09:00,13.615387,79.40923,PM10,33.0,121.0,66.0
946,India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",03-04-2025 09:00,22.12665,83.483212,CO,42.0,69.0,66.0
947,India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",03-04-2025 09:00,28.531346,77.190156,CO,9.0,86.0,66.0
948,India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",03-04-2025 09:00,28.840739,78.697531,PM2.5,24.0,172.0,66.0
949,India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",03-04-2025 09:00,21.237755,81.705301,PM2.5,38.0,154.0,66.0
950,India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",03-04-2025 09:00,23.838586,78.759431,PM2.5,21.0,136.0,66.0
951,India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",03-04-2025 09:00,18.39963,76.57452,PM10,38.0,84.0,66.0
952,India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",03-04-2025 09:00,17.540891,78.358528,PM10,43.0,106.0,66.0
953,India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",03-04-2025 09:00,17.6336264,75.9132495,PM2.5,42.0,111.0,65.0
954,India,Maharashtra,Solapur,"Solapur, Solapur - MPCB",03-04-2025 09:00,17.6599188,75.9063906,PM2.5,60.0,73.0,65.0
955,India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",03-04-2025 09:00,19.16485,73.23409,NO2,35.0,116.0,65.0
956,India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",03-04-2025 09:00,12.9533,80.2357,PM10,26.0,118.0,65.0
957,India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",03-04-2025 09:00,25.265194,87.012947,PM2.5,20.0,140.0,65.0
958,India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",03-04-2025 09:00,22.5448082,88.3403691,PM10,49.0,84.0,65.0
959,India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",03-04-2025 09:00,28.672342,77.31526,NO2,19.0,111.0,65.0
960,India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",03-04-2025 09:00,23.04307,72.562968,NO2,16.0,107.0,65.0
961,India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",03-04-2025 09:00,16.7602,77.1428,PM10,42.0,85.0,65.0
962,India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",03-04-2025 09:00,14.675886,77.593027,PM10,52.0,78.0,65.0
963,India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",03-04-2025 09:00,22.9682591,76.064118,OZONE,59.0,79.0,65.0
964,India,Rajasthan,Sri Ganganagar,"Old City, Sri Ganganagar - RSPCB",03-04-2025 09:00,29.931624,73.864511,NO2,21.0,101.0,65.0
965,India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",03-04-2025 09:00,22.431,75.5213,NO2,41.0,139.0,64.0
966,India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",03-04-2025 09:00,24.10897,82.64558,NO2,7.0,108.0,64.0
967,India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",03-04-2025 09:00,24.588397,76.172782,PM2.5,38.0,127.0,64.0
968,India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB",03-04-2025 09:00,30.233011,74.907758,PM10,44.0,114.0,64.0
969,India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",03-04-2025 09:00,28.88528,78.7388,PM2.5,29.0,102.0,64.0
970,India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB",03-04-2025 09:00,19.265594,76.761463,PM10,46.0,82.0,64.0
971,India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",03-04-2025 09:00,27.19862,77.92066,PM2.5,19.0,217.0,64.0
972,India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",03-04-2025 09:00,28.2348927,77.8683002,CO,16.0,74.0,64.0
973,India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",03-04-2025 09:00,28.9535882,77.7622941,CO,10.0,94.0,64.0
974,India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",03-04-2025 09:00,25.859655,85.77944,PM2.5,22.0,130.0,64.0
975,India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",03-04-2025 09:00,25.251013,86.989001,PM10,43.0,120.0,64.0
976,India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB",03-04-2025 09:00,11.4068288,76.7138973,PM2.5,33.0,92.0,64.0
977,India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",03-04-2025 09:00,26.8458805,80.9365541,NO2,47.0,86.0,64.0
978,India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",03-04-2025 09:00,12.9756843,77.5660749,CO,48.0,78.0,63.0
979,India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",03-04-2025 09:00,26.259242,78.216432,CO,29.0,82.0,63.0
980,India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB",03-04-2025 09:00,18.59051,73.77946,PM2.5,46.0,77.0,63.0
981,India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",03-04-2025 09:00,17.544899,78.486949,PM2.5,59.0,65.0,63.0
982,India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",03-04-2025 09:00,23.616515,87.119133,CO,20.0,89.0,63.0
983,India,Delhi,Delhi,"Bawana, Delhi - DPCC",03-04-2025 09:00,28.7762,77.051074,CO,8.0,90.0,63.0
984,India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",03-04-2025 09:00,22.9682591,76.064118,SO2,58.0,79.0,63.0
985,India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",03-04-2025 09:00,20.94185,86.1151,PM10,43.0,111.0,63.0
986,India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",03-04-2025 09:00,28.296139,74.961696,PM2.5,7.0,122.0,63.0
987,India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",03-04-2025 09:00,30.269444,78.044167,OZONE,52.0,126.0,63.0
988,India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",03-04-2025 09:00,28.710508,77.249485,NO2,16.0,132.0,63.0
989,India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB",03-04-2025 09:00,9.865935,78.022669,PM10,41.0,84.0,63.0
990,India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",03-04-2025 09:00,28.699793,77.165453,CO,5.0,112.0,63.0
991,India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",03-04-2025 09:00,14.4758,75.9052,PM2.5,32.0,89.0,63.0
992,India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",03-04-2025 09:00,26.509954,80.249612,CO,28.0,75.0,63.0
993,India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",03-04-2025 09:00,28.999264,77.7590354,CO,40.0,112.0,63.0
994,India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",03-04-2025 09:00,28.856664,78.772638,PM2.5,30.0,110.0,63.0
995,India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",03-04-2025 09:00,25.196024,75.855668,PM2.5,19.0,212.0,62.0
996,India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",03-04-2025 09:00,24.588397,76.172782,OZONE,46.0,124.0,62.0
